EventNumber DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
2823 W+ 1 80.4 -3.68 7.2 -41.418 90.8019 8.08594 W- 1 80.4 -12.32 32.8 -28.782 92.3048 35.0374
2824 W+ 1 80.4 1.136 -8.932 -1.665 80.9197 9.00395 W- 1 80.4 0.464 -54.868 -9.435 97.7952 54.87
2825 b 0 4.18 -33.84 13.494 4.641 36.9628 36.4312 b 0 4.18 -36.66 21.106 31.059 52.6455 42.3015
2826 Z 1 91.2 -9.141 -4.92 -42.728 101.247 10.381 Z 1 91.2 -73.959 -7.38 -44.472 125.776 74.3263
2827 b 0 4.18 -14.196 -1.306 13.09 19.8003 14.2559 b 0 4.18 -53.404 -63.994 3.91 83.5463 83.35
2828 W+ 1 80.4 31.302 5.72 -1.156 86.4756 31.8203 W- 1 80.4 10.998 20.28 -27.744 88.1256 23.0702
2829 tau+ 0 1.77 -27.907 -4.62 20.825 35.1704 28.2868 tau- 0 1.77 -36.993 -16.38 38.675 55.9971 40.4572
2830 b 0 4.18 56.52 -0.07 2.415 56.7258 56.52 b 0 4.18 21.98 -0.93 9.085 24.166 21.9997
2831 b 0 4.18 15.873 13.44 4.48 21.6824 20.7987 b 0 4.18 27.027 10.56 59.52 66.3481 29.0168
2832 tau+ 0 1.77 24.718 -1.12 -37.758 45.1778 24.7434 tau- 0 1.77 47.982 -12.88 -27.342 56.7352 49.6806
2833 tau+ 0 1.77 -36.52 -2.768 -8.047 37.5401 36.6247 tau- 0 1.77 -7.48 -66.432 -53.853 85.8629 66.8518
2834 b 0 4.18 -12.896 -6.942 14.256 20.8615 14.6458 b 0 4.18 -36.704 -19.758 15.444 44.6492 41.6841
2835 b 0 4.18 -45.24 -20.982 -0.057 50.0438 49.8689 b 0 4.18 -32.76 -32.818 -1.843 46.5951 46.3707
2836 b 0 4.18 -53.35 0.738 0.586 53.5218 53.3551 b 0 4.18 -1.65 73.062 28.714 78.6304 73.0806
2837 b 0 4.18 -43.368 6.75 0.168 44.0891 43.8902 b 0 4.18 -12.232 30.75 4.032 33.5993 33.0936
2838 b 0 4.18 8.226 15.573 -47.43 50.7667 17.6121 b 0 4.18 83.174 38.127 -29.07 96.0943 91.4964
2839 b 0 4.18 -3.168 18.592 39.312 43.8019 18.86 b 0 4.18 -16.632 47.808 30.888 59.4455 50.6185
2840 b 0 4.18 -12.811 -0.626 -11.85 17.9557 12.8263 b 0 4.18 -42.889 -30.674 -3.95 53.0418 52.7291
2841 W+ 1 80.4 7.155 -6.336 -8.03 81.3633 9.55714 W- 1 80.4 40.545 -46.464 -2.97 101.37 61.6669
2842 b 0 4.18 1.212 19.17 62.997 65.9928 19.2083 b 0 4.18 29.088 51.83 28.303 65.9621 59.4345
2843 b 0 4.18 -13.104 -17.094 -4.584 22.4144 21.5388 b 0 4.18 -59.696 -6.006 -52.716 79.9758 59.9974
2844 b 0 4.18 11.448 -1.287 18.323 22.0435 11.5201 b 0 4.18 36.252 -41.613 6.777 55.7606 55.1892
2845 b 0 4.18 39.173 25.164 -1.785 46.7804 46.5591 b 0 4.18 51.927 21.436 -57.715 80.6499 56.1775
2846 b 0 4.18 38.01 -0.562 14.112 40.7639 38.0142 b 0 4.18 52.49 -27.538 11.088 60.448 59.2751
2847 tau+ 0 1.77 -1.805 0.497 -3.084 4.01858 1.87217 tau- 0 1.77 -0.095 49.203 -74.016 88.8957 49.2031
2848 b 0 4.18 -24.164 -4.264 54.656 60.0569 24.5373 b 0 4.18 -62.136 -49.036 30.744 85.0181 79.1544
2849 b 0 4.18 -44.144 1.404 -1.61 44.3929 44.1663 b 0 4.18 -5.456 14.196 -78.89 80.4512 15.2084
2850 tau+ 0 1.77 4.956 -37.2 0.388 37.5724 37.5287 tau- 0 1.77 77.644 -2.8 38.412 86.6894 77.6945
2851 b 0 4.18 2.178 7.32 28.7 29.9915 7.63715 b 0 4.18 34.122 53.68 6.3 64.0548 63.607
2852 W+ 1 80.4 41.882 7.38 0.16 90.9547 42.5272 W- 1 80.4 6.818 66.42 3.84 104.58 66.769
2853 b 0 4.18 13.923 0.976 -0.946 14.6003 13.9572 b 0 4.18 1.377 11.224 -93.654 94.4268 11.3082
2854 b 0 4.18 1.005 -5.724 10.363 12.5952 5.81156 b 0 4.18 32.495 -4.876 13.737 35.8591 32.8588
2855 b 0 4.18 5.424 -13.072 2.808 15.0218 14.1526 b 0 4.18 39.776 -4.128 20.592 45.1738 39.9896
2856 W+ 1 80.4 20.724 -8.1 -9 83.9062 22.2507 W- 1 80.4 26.376 -14.4 -36 93.0764 30.0508
2857 b 0 4.18 3.468 9.894 -9.792 14.9424 10.4842 b 0 4.18 3.332 48.306 -20.808 52.8679 48.4208
2858 b 0 4.18 -65.688 4.368 0.459 65.9672 65.8331 b 0 4.18 -29.512 11.232 14.841 35.1403 31.5771
2859 b 0 4.18 -40.107 -5.579 -1.26 40.7278 40.4932 b 0 4.18 -5.993 -74.121 -19.74 77.0518 74.3629
2860 b 0 4.18 -18.752 25.824 6.48 32.8326 31.9142 b 0 4.18 -39.848 27.976 25.92 55.3158 48.688
2861 W+ 1 80.4 -32.96 -8.028 1.724 87.2808 33.9236 W- 1 80.4 -8.24 -36.572 84.476 122.498 37.4888
2862 W+ 1 80.4 -55.327 5.586 0.539 97.7585 55.6083 W- 1 80.4 -35.373 9.114 53.361 103.179 36.5283
2863 b 0 4.18 2.55 -63.488 -6.342 63.9916 63.5392 b 0 4.18 14.45 -35.712 -23.858 45.5063 38.5247
2864 b 0 4.18 -37.323 3.177 -2.108 37.7494 37.458 b 0 4.18 -5.577 32.123 -50.592 60.3325 32.6035
2865 W+ 1 80.4 42.85 28.8 -9.9 96.0611 51.6291 W- 1 80.4 42.85 61.2 -45.1 118.658 74.7099
2866 b 0 4.18 -55.632 -19.849 0.735 59.2192 59.0669 b 0 4.18 -17.568 -66.451 72.765 100.183 68.7341
2867 b 0 4.18 -7.28 38.88 21.945 45.4281 39.5557 b 0 4.18 -48.72 33.12 44.555 73.981 58.9116
2868 b 0 4.18 5.742 -19.418 15.776 26.0074 20.2492 b 0 4.18 46.458 -7.182 82.824 95.3269 47.0099
2869 b 0 4.18 -15.642 -0.667 -0 16.2046 15.6562 b 0 4.18 -0.158 -66.033 -49.4 82.5725 66.0332
2870 b 0 4.18 35.875 -21.222 -3.775 42.0608 41.682 b 0 4.18 51.625 -18.078 -71.725 90.299 54.6988
2871 b 0 4.18 37.752 -18.352 23.275 48.1789 41.9763 b 0 4.18 48.048 -40.848 69.825 94.1816 63.0648
2872 b 0 4.18 -57.785 2.052 20.16 61.3776 57.8214 b 0 4.18 -31.115 66.348 42.84 84.9879 73.2816
2873 b 0 4.18 8.294 47.344 0.577 48.2499 48.065 b 0 4.18 67.106 6.456 57.123 88.4613 67.4158
2874 b 0 4.18 -2.12 -1.104 -55.632 55.84 2.39023 b 0 4.18 -8.48 -3.696 -41.968 43.1782 9.25045
2875 b 0 4.18 53.64 -11.132 2.286 54.9897 54.7829 b 0 4.18 20.86 -39.468 35.814 57.3845 44.6415
2876 W+ 1 80.4 61.936 3.81 -7.909 101.869 62.0531 W- 1 80.4 16.464 34.29 -63.991 109.571 38.0377
2877 b 0 4.18 11.875 -45.527 5.852 47.5967 47.0502 b 0 4.18 50.625 -40.373 15.048 66.6092 64.7524
2878 b 0 4.18 -36.3 -11.712 -5.214 38.7236 38.1426 b 0 4.18 -18.7 -85.888 -18.486 89.9202 87.9002
2879 b 0 4.18 9.334 -7.843 -30.144 32.7837 12.1916 b 0 4.18 62.466 -26.257 -16.956 69.9743 67.7601
2880 tau+ 0 1.77 -23.232 -26.133 20.895 40.7725 34.9665 tau- 0 1.77 -25.168 -58.167 78.605 100.989 63.3785
2881 b 0 4.18 39.27 -22.944 -1.7 45.7047 45.4814 b 0 4.18 37.73 -48.756 -8.3 62.3463 61.6498
2882 b 0 4.18 -25.2 -20.863 -9.52 34.3279 32.7155 b 0 4.18 -46.8 -46.437 -18.48 68.5975 65.929
2883 W+ 1 80.4 1.056 -0.264 1.162 80.4158 1.0885 W- 1 80.4 5.544 -26.136 0.238 84.7233 26.7175
2884 Z 1 91.2 21.224 -10.02 -10.284 94.7315 23.4704 Z 1 91.2 54.576 -6.68 -75.416 130.492 54.9833
2885 b 0 4.18 76.436 0.795 0.128 76.5545 76.4401 b 0 4.18 2.364 78.705 6.272 79.1004 78.7405
2886 W+ 1 80.4 6.923 -29.884 12.69 86.9838 30.6754 W- 1 80.4 23.177 -18.316 71.91 111.839 29.5406
2887 W+ 1 80.4 12.804 0.404 -0.125 81.4143 12.8104 W- 1 80.4 0.396 19.796 -12.375 83.7218 19.8
2888 W+ 1 80.4 18.818 -1.614 0 82.5886 18.8871 W- 1 80.4 0.582001 -52.186 89.8 131.347 52.1892
2889 b 0 4.18 65.74 -1.23 -0 65.8842 65.7515 b 0 4.18 3.46 -23.37 -80.1 83.6159 23.6247
2890 b 0 4.18 -4.626 2.912 41.316 41.8851 5.46623 b 0 4.18 -21.074 15.288 21.284 33.8868 26.0353
2891 tau+ 0 1.77 27.083 -6.494 -4.59 28.2818 27.8507 tau- 0 1.77 10.017 -31.706 -41.31 53.059 33.2507
2892 b 0 4.18 46.726 -10.664 2.96 48.2004 47.9274 b 0 4.18 29.874 -23.736 34.04 51.3035 38.1557
2893 b 0 4.18 -7.38 -35.002 10.944 37.641 35.7716 b 0 4.18 -41.82 -59.598 11.856 73.8842 72.8068
2894 b 0 4.18 74.112 -1.386 0.662 74.2457 74.125 b 0 4.18 3.088 -67.914 32.438 75.4423 67.9842
2895 b 0 4.18 -83.655 0.238 -0 83.7597 83.6553 b 0 4.18 -0.845001 23.562 -74.1 77.8727 23.5771
2896 b 0 4.18 32.964 -2.99 -20.884 39.3596 33.0993 b 0 4.18 47.436 -20.01 -24.516 57.1759 51.4837
2897 b 0 4.18 -2.435 -46.07 -6.26 46.7443 46.1343 b 0 4.18 -46.265 -8.13 -56.34 73.4725 46.9739
2898 tau+ 0 1.77 -25.272 -8.256 10.24 28.5452 26.5864 tau- 0 1.77 -9.828 -60.544 53.76 81.5809 61.3365
2899 b 0 4.18 -3.88 0.39 -6.708 8.81341 3.89955 b 0 4.18 -15.52 19.11 -1.892 25.0423 24.6183
2900 b 0 4.18 5.094 -11.688 -0.079 13.4178 12.7498 b 0 4.18 51.506 -85.712 -0.021 100.084 99.9971
2901 Z 1 91.2 47.439 15.424 10.92 104.523 49.8834 Z 1 91.2 27.861 80.976 41.08 131.675 85.635
2902 b 0 4.18 -11.784 35.904 -6.6 38.5875 37.7884 b 0 4.18 -86.416 16.896 -26.4 92.0197 88.0523
2903 b 0 4.18 -29.436 -11.153 5.143 32.1682 31.478 b 0 4.18 -37.464 -47.547 8.757 61.306 60.5332
2904 W+ 1 80.4 -6.348 4.806 0.812 80.7974 7.96208 W- 1 80.4 -0.552 75.294 39.788 117.118 75.296
2905 b 0 4.18 34.488 21.425 11.856 42.5028 40.6011 b 0 4.18 61.312 64.275 18.544 90.8394 88.8281
2906 b 0 4.18 -83.749 3.152 5.46 84.0899 83.8083 b 0 4.18 -10.351 75.648 72.54 105.401 76.3529
2907 b 0 4.18 -48.849 -5.41 -22.341 54.1487 49.1477 b 0 4.18 -36.851 -48.69 -45.359 76.1815 61.0632
2908 b 0 4.18 41.024 -14.459 -8.517 44.5201 43.4975 b 0 4.18 23.076 -61.641 -41.583 77.9662 65.8188
2909 W+ 1 80.4 15.092 1.976 -2.912 81.8799 15.2208 W- 1 80.4 19.208 47.424 -2.688 95.3382 51.1662
2910 W+ 1 80.4 -39.808 -3.996 14.208 90.9212 40.0081 W- 1 80.4 -22.392 -95.904 30.192 130.67 98.4834
2911 b 0 4.18 46.75 6.498 22.32 52.3779 47.1994 b 0 4.18 38.25 65.702 39.68 85.8591 76.0251
2912 W+ 1 80.4 -14.208 -17.02 -13.328 84.4591 22.1709 W- 1 80.4 -7.992 -68.08 -69.972 126.724 68.5475
2913 W+ 1 80.4 16.83 -0.396 -0.685 82.1464 16.8347 W- 1 80.4 1.87 -4.004 -67.815 105.274 4.41915
2914 b 0 4.18 6.154 14.256 -9.075 18.4644 15.5276 b 0 4.18 11.946 28.944 -18.425 36.5707 31.3123
2915 b 0 4.18 -47.736 1.052 5.49 48.2436 47.7476 b 0 4.18 -45.864 25.248 6.71 52.9478 52.3543
2916 b 0 4.18 12.24 1.704 -8.742 15.704 12.358 b 0 4.18 21.76 83.496 -5.358 86.5521 86.2849
2917 b 0 4.18 1.407 -2.709 -8.762 10.1766 3.05259 b 0 4.18 0.693 -35.991 -24.938 43.991 35.9977
2918 b 0 4.18 28.336 23.634 4.305 37.3832 36.8984 b 0 4.18 33.264 36.966 24.395 55.5479 49.7291
2919 b 0 4.18 9.177 0.534 -7.68 12.6869 9.19252 b 0 4.18 6.923 17.266 -11.52 22.2761 18.6022
2920 b 0 4.18 -28.29 10.8 -0.132 30.5688 30.2814 b 0 4.18 -6.21 61.2 -4.268 61.8037 61.5143
2921 b 0 4.18 -3.01 -2.652 -5.859 8.23975 4.01163 b 0 4.18 -5.59 -5.148 -13.041 15.6617 7.59934
2922 b 0 4.18 -35.017 0.51 0.612 35.2746 35.0207 b 0 4.18 -1.083 24.99 60.588 65.6814 25.0135
2923 b 0 4.18 27.808 -15.288 19.08 37.2629 31.7334 b 0 4.18 35.392 -43.512 44.52 71.7314 56.0882
2924 b 0 4.18 -31.02 6.552 -8.084 32.9847 31.7044 b 0 4.18 -39.48 43.848 -10.716 60.1134 59.0027
2925 b 0 4.18 4.144 -6.622 -28.06 29.4255 7.81176 b 0 4.18 10.656 -53.578 -17.94 57.6495 54.6274
2926 b 0 4.18 11.505 15.876 19.404 27.8998 19.6064 b 0 4.18 65.195 28.224 20.196 73.9752 71.0421
2927 b 0 4.18 7.432 63.975 -1.938 64.5698 64.4052 b 0 4.18 85.468 21.325 -9.462 88.6935 88.0882
2928 b 0 4.18 59.072 14.76 -5.436 61.273 60.8881 b 0 4.18 33.228 34.44 -85.164 97.7783 47.8562
2929 b 0 4.18 60.099 2.055 -9.94 61.0933 60.1341 b 0 4.18 29.601 39.045 -25.56 55.4213 48.9973
2930 b 0 4.18 40.733 -9.495 1.104 42.0479 41.825 b 0 4.18 12.167 -53.805 12.696 56.7598 55.1635
2931 Z 1 91.2 -34.2 -1.368 0.458 97.4123 34.2273 Z 1 91.2 -11.4 -4.332 45.342 102.577 12.1953
2932 b 0 4.18 45.178 -15.21 -4.026 48.0216 47.6697 b 0 4.18 47.022 -69.29 -8.174 84.2405 83.7387
2933 b 0 4.18 -13.272 1.942 -10.78 17.7087 13.4133 b 0 4.18 -2.528 95.158 -66.22 116.034 95.1916
2934 W+ 1 80.4 -39.689 -2.601 -13.176 90.6628 39.7741 W- 1 80.4 -52.611 -84.099 -11.224 128.182 99.1996
2935 b 0 4.18 45.837 -0.276 -0 46.028 45.8378 b 0 4.18 0.463001 -27.324 -65.8 71.3718 27.3279
2936 b 0 4.18 -33.147 -7.878 0 34.3258 34.0703 b 0 4.18 -4.953 -52.722 16.5 55.6225 52.9541
2937 b 0 4.18 31.85 -1.96 13.65 34.958 31.9103 b 0 4.18 13.65 -37.24 40.95 57.1622 39.6628
2938 b 0 4.18 0.423 -4.279 80.784 81.0063 4.29986 b 0 4.18 41.877 -34.621 11.016 55.5979 54.335
2939 W+ 1 80.4 -0.053 4.885 -29.988 85.9494 4.88529 W- 1 80.4 -0.047 92.815 -41.412 129.591 92.815
2940 b 0 4.18 -21.114 -6.468 -22.26 31.6325 22.0825 b 0 4.18 -70.686 -6.732 -57.24 91.3002 71.0059
2941 b 0 4.18 -8.496 -0.828 -39.672 40.7947 8.53625 b 0 4.18 -26.904 -19.872 -15.428 37.0704 33.4473
2942 W+ 1 80.4 36.075 -2.576 20.061 90.4137 36.1669 W- 1 80.4 19.425 -29.624 54.239 103.252 35.4247
2943 b 0 4.18 4.512 -0.213 -2.62 6.68882 4.51702 b 0 4.18 0.288 -21.087 -49.78 54.2242 21.089
2944 b 0 4.18 6.24 -26.536 -10.999 29.6909 27.2598 b 0 4.18 5.76 -59.064 -53.701 80.1436 59.3442
2945 b 0 4.18 2.629 -38.628 -11.594 40.6316 38.7174 b 0 4.18 21.271 -27.972 -25.806 43.7985 35.141
2946 b 0 4.18 36.926 -19.602 2.372 42.0817 41.8063 b 0 4.18 12.974 -69.498 56.928 90.8657 70.6986
2947 b 0 4.18 36.105 1.656 12.705 38.5383 36.143 b 0 4.18 7.395 81.144 71.995 108.811 81.4803
2948 b 0 4.18 2.15 -31.443 -1.947 31.852 31.5164 b 0 4.18 2.15 -35.457 -62.953 72.4042 35.5221
2949 b 0 4.18 -60.993 -0.462 10.88 62.0984 60.9948 b 0 4.18 -14.307 -22.638 53.12 59.6354 26.78
2950 b 0 4.18 -4.913 -44.05 -2.343 44.5814 44.3231 b 0 4.18 -23.987 -44.05 -4.757 50.5557 50.1575
2951 b 0 4.18 -35.259 2.301 -13.972 38.2254 35.334 b 0 4.18 -15.841 74.399 -35.928 84.2285 76.0667
2952 b 0 4.18 21.105 18.108 -11.542 30.3975 27.8086 b 0 4.18 39.195 32.192 -28.258 58.2113 50.7205
2953 b 0 4.18 0.028 -9.12 -35.424 36.8172 9.12004 b 0 4.18 1.372 -47.88 -7.776 48.7064 47.8997
2954 W+ 1 80.4 0.639 -3.608 30.171 85.9528 3.66415 W- 1 80.4 20.661 -41.492 3.729 92.8791 46.3515
2955 b 0 4.18 24.695 -10.875 -13.24 30.346 26.9835 b 0 4.18 20.205 -32.625 -52.96 65.5352 38.3749
2956 tau+ 0 1.77 -6.9 5.795 -8.802 12.7201 9.01066 tau- 0 1.77 -16.1 3.705 -88.998 90.5357 16.5208
2957 W+ 1 80.4 -35.335 6.65 12.285 88.9262 35.9553 W- 1 80.4 -60.165 6.65 82.215 129.952 60.5314
2958 b 0 4.18 4.977 -47.464 4.51 48.1188 47.7242 b 0 4.18 18.723 -22.336 36.49 46.8875 29.1453
2959 b 0 4.18 -43.032 15.795 -1.044 46.0413 45.8392 b 0 4.18 -54.768 42.705 -2.556 69.6222 69.4496
2960 tau+ 0 1.77 13.34 -2.04 27.576 30.752 13.4951 tau- 0 1.77 44.66 -38.76 10.724 60.1248 59.1342
2961 b 0 4.18 -8.075 -65.304 0.924 65.9405 65.8014 b 0 4.18 -39.425 -25.396 7.476 47.6723 46.8966
2962 Z 1 91.2 5.115 -31.896 -44.149 106.349 32.3035 Z 1 91.2 28.985 -56.704 -45.951 120.351 63.6826
2963 W+ 1 80.4 -41.781 -27.258 0.337 94.6199 49.8864 W- 1 80.4 -31.519 -37.642 33.363 99.9381 49.0955
2964 b 0 4.18 -51.708 -3.29 0 51.9809 51.8126 b 0 4.18 -3.892 -43.71 64.7 78.2897 43.8829
2965 b 0 4.18 -74.208 0.824 1.146 74.339 74.2126 b 0 4.18 -3.092 81.576 37.054 89.7478 81.6346
2966 W+ 1 80.4 43.8 -3.032 9.519 92.1 43.9048 W- 1 80.4 16.2 -34.868 40.581 97.9244 38.4476
2967 W+ 1 80.4 35.154 8.346 2.324 88.1761 36.1311 W- 1 80.4 29.946 13.054 30.876 92.1122 32.6676
2968 b 0 4.18 0.274 3.776 45.09 45.4413 3.78593 b 0 4.18 13.426 43.424 5.01 45.9181 45.4522
2969 W+ 1 80.4 -3.248 -37.962 -17.979 90.7693 38.1007 W- 1 80.4 -43.152 -32.338 -28.121 100.811 53.9244
2970 W+ 1 80.4 31.85 1.868 -0 86.499 31.9047 W- 1 80.4 0.65 91.532 -39.2 127.982 91.5343
2971 b 0 4.18 -76.995 8.49 2.028 77.6009 77.4617 b 0 4.18 -11.505 76.41 65.572 101.43 77.2713
2972 b 0 4.18 -6.6 -13.427 3.565 15.9382 14.9614 b 0 4.18 -9.9 -32.873 7.935 35.4835 34.3314
2973 W+ 1 80.4 37.464 -36.624 0.88 95.9677 52.3915 W- 1 80.4 29.436 -50.576 43.12 108.388 58.5185
2974 W+ 1 80.4 14.141 16.86 0.59 83.3591 22.0052 W- 1 80.4 3.759 67.44 58.41 120.159 67.5447
2975 b 0 4.18 -9.198 16.169 8.162 20.7396 18.6021 b 0 4.18 -5.402 54.131 50.138 74.0988 54.3999
2976 W+ 1 80.4 -22.701 -2.091 11.844 84.4047 22.7971 W- 1 80.4 -25.599 -10.209 21.056 87.5617 27.5596
2977 W+ 1 80.4 -47.965 29.964 1.371 98.3083 56.5551 W- 1 80.4 -42.535 38.136 44.329 108.133 57.1278
2978 b 0 4.18 23.32 -35.055 -4.653 42.5652 42.1032 b 0 4.18 29.68 -42.845 -37.647 64.4311 52.121
2979 W+ 1 80.4 -17.71 5.48 24.718 86.1325 18.5385 W- 1 80.4 -20.79 21.92 47.982 98.3826 30.2111
2980 b 0 4.18 11.956 -47.259 -22.68 53.9279 48.7479 b 0 4.18 73.444 -32.841 -61.32 101.243 80.4522
2981 b 0 4.18 47.817 -0.47 -18.656 51.4996 47.8193 b 0 4.18 14.283 -46.53 -66.144 82.2286 48.6728
2982 b 0 4.18 29.614 4.959 1.184 30.339 30.0263 b 0 4.18 57.486 12.141 2.016 58.9371 58.7541
2983 b 0 4.18 66.822 -2.948 -4.9 67.1964 66.887 b 0 4.18 10.878 -70.752 -44.1 84.1811 71.5834
2984 b 0 4.18 -24.131 -9.6 15.312 30.4367 25.9705 b 0 4.18 -16.769 -70.4 37.488 81.6099 72.3696
2985 Z 1 91.2 7.04 -1.26 7.76 91.8085 7.15187 Z 1 91.2 5.76 -2.34 69.84 115.038 6.21717
2986 W+ 1 80.4 -13.547 -6.006 -15.463 83.2037 14.8187 W- 1 80.4 -30.153 -21.294 -17.437 90.1712 36.9139
2987 b 0 4.18 -20.37 -25.398 -2.511 32.9207 32.5576 b 0 4.18 -37.83 -49.302 -5.589 62.534 62.1433
2988 tau+ 0 1.77 52.398 11.376 -9.516 54.4853 53.6187 tau- 0 1.77 21.402 59.724 -63.684 89.9099 63.4429
2989 b 0 4.18 -4.964 12.67 -29.326 32.5984 13.6077 b 0 4.18 -9.636 23.53 -65.274 70.1761 25.4266
2990 W+ 1 80.4 2.877 5.313 -55.744 98.0207 6.04194 W- 1 80.4 93.023 10.787 -31.356 127.346 93.6463
2991 b 0 4.18 -66.392 5.744 5.772 67.02 66.64 b 0 4.18 -10.808 66.056 90.428 112.583 66.9344
2992 b 0 4.18 -0.058 16.095 -5.226 17.4309 16.0951 b 0 4.18 -0.042 39.405 -34.974 52.8527 39.405
2993 b 0 4.18 45.276 1.792 -18.988 49.3066 45.3115 b 0 4.18 47.124 43.008 -21.412 67.4263 63.7994
2994 b 0 4.18 -53.578 -0.098 0.8 53.7468 53.5781 b 0 4.18 -6.622 -9.702 7.2 14.3976 11.7465
2995 b 0 4.18 53.679 5.682 -2.611 54.2034 53.9789 b 0 4.18 8.021 89.018 -34.689 95.9653 89.3786
2996 b 0 4.18 -0.285 -25.476 2.793 25.9688 25.4776 b 0 4.18 -1.615 -13.124 11.907 18.2783 13.223
2997 tau+ 0 1.77 24.565 -4.383 5.04 25.5183 24.953 tau- 0 1.77 4.335 -44.317 78.96 90.6675 44.5285
2998 b 0 4.18 -1.368 3.9 -10.266 11.8298 4.13297 b 0 4.18 -21.432 2.1 -25.134 33.3606 21.5346
2999 W+ 1 80.4 5.246 -7.095 26.572 85.1357 8.82381 W- 1 80.4 3.354 -57.405 68.328 120.164 57.5029
3000 tau+ 0 1.77 18.328 3.25 -35.098 39.7678 18.6139 tau- 0 1.77 44.872 9.75 -41.202 61.7195 45.919
3001 W+ 1 80.4 -6.713 -49.77 17.7 96.4343 50.2207 W- 1 80.4 -89.187 -29.23 41.3 130.302 93.8548
3002 b 0 4.18 71.775 1.911 0 71.922 71.8004 b 0 4.18 10.725 12.789 96.9 98.4158 16.6908
3003 tau+ 0 1.77 6.696 -13.23 -20.244 25.1559 14.828 tau- 0 1.77 14.904 -35.77 -27.956 47.8152 38.7508
3004 W+ 1 80.4 23.14 5.352 -1.563 83.8493 23.7509 W- 1 80.4 2.86 61.548 -50.537 113.201 61.6144
3005 b 0 4.18 16.467 -26.496 4.235 31.7586 31.1962 b 0 4.18 33.433 -56.304 7.865 66.0851 65.4821
3006 Z 1 91.2 -4.046 -37.417 -1.32 98.6691 37.6351 Z 1 91.2 -24.854 -15.283 -7.48 96.0452 29.1769
3007 W+ 1 80.4 43.906 15.102 22.008 95.4166 46.4307 W- 1 80.4 31.794 68.798 69.692 130.634 75.7893
3008 W+ 1 80.4 16.28 0.657 -2.502 82.0725 16.2933 W- 1 80.4 2.22 6.643 -80.898 114.27 7.00413
3009 W+ 1 80.4 -8.21 -21.744 -9.702 84.2526 23.2423 W- 1 80.4 -73.89 -23.556 -13.398 112.509 77.554
3010 b 0 4.18 0.097 1.216 0.13 4.3563 1.21986 b 0 4.18 0.003 59.584 12.87 61.1012 59.584
3011 W+ 1 80.4 -10.85 -8.435 -0.783 81.5699 13.7431 W- 1 80.4 -6.65 -15.665 -25.317 85.9926 17.0181
3012 b 0 4.18 -0.282 13.09 6.195 15.0757 13.093 b 0 4.18 -13.818 3.91 23.305 27.6915 14.3605
3013 b 0 4.18 -54.055 -0.428 -1.269 54.2329 54.0567 b 0 4.18 -2.845 -20.972 -41.031 46.3566 21.1641
3014 b 0 4.18 25.128 15.666 2.552 30.0137 29.6115 b 0 4.18 44.672 21.634 9.048 50.6257 49.6348
3015 tau+ 0 1.77 12.432 -45.6 6.29 47.7139 47.2643 tau- 0 1.77 65.268 -45.6 12.21 80.5698 79.6195
3016 b 0 4.18 15.75 26.64 33.728 45.9652 30.9476 b 0 4.18 36.75 47.36 65.472 88.8684 59.9461
3017 b 0 4.18 12.24 -11.544 -19.504 26.0952 16.825 b 0 4.18 59.76 -19.656 -22.896 67.0769 62.9096
3018 b 0 4.18 -6.4 -5.2 24.716 26.3885 8.24621 b 0 4.18 -6.4 -34.8 42.084 55.141 35.3836
3019 b 0 4.18 -19.64 25.757 -28.305 43.218 32.3906 b 0 4.18 -78.56 34.143 -48.195 98.375 85.6587
3020 tau+ 0 1.77 0.504 -53.868 19.05 57.1669 53.8704 tau- 0 1.77 5.796 -26.532 57.15 63.2993 27.1577
3021 b 0 4.18 0.833 14.364 -17.94 23.3738 14.3881 b 0 4.18 82.467 54.036 -5.06 98.8118 98.5936
3022 b 0 4.18 54.219 -0.628 5.952 54.7083 54.2226 b 0 4.18 4.081 -62.172 93.248 112.226 62.3058
3023 b 0 4.18 0.82 -2.485 -5.319 7.2534 2.6168 b 0 4.18 3.28 -1.015 -53.781 54.0524 3.43346
3024 W+ 1 80.4 43.967 2.466 4.55 91.7826 44.0361 W- 1 80.4 13.133 11.234 86.45 119.317 17.2823
3025 b 0 4.18 19.68 -49.972 -0.861 53.8769 53.7076 b 0 4.18 28.32 -46.128 -11.439 55.481 54.1278
3026 b 0 4.18 -37.856 -6.851 -9.8 39.919 38.4709 b 0 4.18 -34.944 -45.849 -18.2 60.5964 57.6473
3027 b 0 4.18 -30.691 -28.305 -14.464 44.3823 41.7506 b 0 4.18 -34.609 -48.195 -75.936 96.4588 59.3341
3028 tau+ 0 1.77 -48.5 2.361 0 48.5897 48.5574 tau- 0 1.77 -1.5 76.339 50.6 91.6154 76.3537
3029 b 0 4.18 44.616 -17.727 -2.658 48.2636 48.0087 b 0 4.18 12.584 -75.573 -85.942 115.209 76.6135
3030 W+ 1 80.4 -4.185 -68.839 10.604 106.456 68.9661 W- 1 80.4 -79.515 -25.461 37.596 121.854 83.4919
